Institute,Academic Program Name,Category,Gender,Defense,PWD,State,Category_Key,Closing Rank
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Computer Science and
Engineering",SC,Gender-Neutral,No,No,Maharashtra,GSCH,95764
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Computer Science and
Engineering",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,100352
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Computer Science and
Engineering",Open,Female-Only,No,No,Maharashtra,LOPENH,82991
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Computer Science and
Engineering",OBC,Female-Only,No,No,Maharashtra,LOBCH,84564
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Computer Science and
Engineering",SC,Female-Only,No,No,Maharashtra,LSCH,91552
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Electronics and
Telecommunication Engg",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,142091
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Electronics and
Telecommunication Engg",SC,Gender-Neutral,No,No,Maharashtra,GSCH,142611
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Electronics and
Telecommunication Engg",Open,Female-Only,No,No,Maharashtra,LOPENH,134730
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Electronics and
Telecommunication Engg",SC,Female-Only,No,No,Maharashtra,LSCH,139976
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,142721
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Computer Science and
Engineering(Data Science)",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,119840
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Computer Science and
Engineering(Data Science)",SC,Gender-Neutral,No,No,Maharashtra,GSCH,142093
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Computer Science and
Engineering(Data Science)",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,132355
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Computer Science and
Engineering(Data Science)",Open,Female-Only,No,No,Maharashtra,LOPENH,98283
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Computer Science and
Engineering(Data Science)",OBC,Female-Only,No,No,Maharashtra,LOBCH,122232
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Computer Science and
Engineering(Data Science)",SC,Female-Only,No,No,Maharashtra,LSCH,127513
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Artificial Intelligence and
Machine Learning",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,115683
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Artificial Intelligence and
Machine Learning",SC,Gender-Neutral,No,No,Maharashtra,GSCH,125112
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Artificial Intelligence and
Machine Learning",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,133068
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Artificial Intelligence and
Machine Learning",Open,Female-Only,No,No,Maharashtra,LOPENH,103569
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Artificial Intelligence and
Machine Learning",OBC,Female-Only,No,No,Maharashtra,LOBCH,121069
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Artificial Intelligence and
Machine Learning",SC,Female-Only,No,No,Maharashtra,LSCH,117191
"Gurunanak Educational Society's Gurunanak Institute of Technology,
Nagpur","Artificial Intelligence and
Machine Learning",NT,Gender-Neutral,No,No,Maharashtra,GNT2H,120799
"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering,
Sindhi(Meghe)",Civil Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,130136
"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering,
Sindhi(Meghe)","Computer Science and
Engineering",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,106964
"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering,
Sindhi(Meghe)","Computer Science and
Engineering",SC,Gender-Neutral,No,No,Maharashtra,GSCH,116509
"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering,
Sindhi(Meghe)","Computer Science and
Engineering",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,113928
"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering,
Sindhi(Meghe)","Computer Science and
Engineering",Open,Female-Only,No,No,Maharashtra,LOPENH,91437
"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering,
Sindhi(Meghe)","Computer Science and
Engineering",OBC,Female-Only,No,No,Maharashtra,LOBCH,101683
"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering,
Sindhi(Meghe)","Computer Science and
Engineering",SC,Female-Only,No,No,Maharashtra,LSCH,96215
"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering,
Sindhi(Meghe)",Electrical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,132776
"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering,
Sindhi(Meghe)","Electronics and
Communication",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,114131
"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering,
Sindhi(Meghe)","Electronics and
Communication",SC,Gender-Neutral,No,No,Maharashtra,GSCH,139655
"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering,
Sindhi(Meghe)","Electronics and
Communication",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,121111
"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering,
Sindhi(Meghe)","Electronics and
Communication",Open,Female-Only,No,No,Maharashtra,LOPENH,104074
"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering,
Sindhi(Meghe)",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,142967
"V M Institute of Engineering and Technology, Dongargaon, Nagpur",Civil Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,91036
"V M Institute of Engineering and Technology, Dongargaon, Nagpur",Civil Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,113798
"V M Institute of Engineering and Technology, Dongargaon, Nagpur",Civil Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,114233
"V M Institute of Engineering and Technology, Dongargaon, Nagpur",Civil Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,83892
"V M Institute of Engineering and Technology, Dongargaon, Nagpur",Civil Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCH,130362
"V M Institute of Engineering and Technology, Dongargaon, Nagpur",Civil Engineering,SC,Female-Only,No,No,Maharashtra,LSCH,99988
"V M Institute of Engineering and Technology, Dongargaon, Nagpur",Information Technology,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,141006
"V M Institute of Engineering and Technology, Dongargaon, Nagpur",Information Technology,Open,Female-Only,No,No,Maharashtra,LOPENH,136060
"V M Institute of Engineering and Technology, Dongargaon, Nagpur",Electrical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,137240
"V M Institute of Engineering and Technology, Dongargaon, Nagpur",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,132866
"V M Institute of Engineering and Technology, Dongargaon, Nagpur",Mechanical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,138711
"Gondia Education Society's Manoharbhai Patel Institute Of Engineering
& Technology, Shahapur, Bhandara",Civil Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,136698
"Gondia Education Society's Manoharbhai Patel Institute Of Engineering
& Technology, Shahapur, Bhandara",Civil Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,140021
"Gondia Education Society's Manoharbhai Patel Institute Of Engineering
& Technology, Shahapur, Bhandara",Civil Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,120224
"Gondia Education Society's Manoharbhai Patel Institute Of Engineering
& Technology, Shahapur, Bhandara",Civil Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCH,134976
"Gondia Education Society's Manoharbhai Patel Institute Of Engineering
& Technology, Shahapur, Bhandara",Computer Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,96503
"Gondia Education Society's Manoharbhai Patel Institute Of Engineering
& Technology, Shahapur, Bhandara",Computer Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,115037
"Gondia Education Society's Manoharbhai Patel Institute Of Engineering
& Technology, Shahapur, Bhandara",Computer Engineering,VJ,Gender-Neutral,No,No,Maharashtra,GVJH,117412
"Gondia Education Society's Manoharbhai Patel Institute Of Engineering
& Technology, Shahapur, Bhandara",Computer Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,112024
"Gondia Education Society's Manoharbhai Patel Institute Of Engineering
& Technology, Shahapur, Bhandara",Computer Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,73285
"Gondia Education Society's Manoharbhai Patel Institute Of Engineering
& Technology, Shahapur, Bhandara",Computer Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCH,93369
"Gondia Education Society's Manoharbhai Patel Institute Of Engineering
& Technology, Shahapur, Bhandara",Computer Engineering,SC,Female-Only,No,No,Maharashtra,LSCH,83511
"Gondia Education Society's Manoharbhai Patel Institute Of Engineering
& Technology, Shahapur, Bhandara",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,138704
"Gondia Education Society's Manoharbhai Patel Institute Of Engineering
& Technology, Shahapur, Bhandara",Mechanical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1H,142610
"Gondia Education Society's Manoharbhai Patel Institute Of Engineering
& Technology, Shahapur, Bhandara",Mechanical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,142871
"Cummins College of Engineering For Women, Sukhali (Gupchup), Tal.
Hingna Hingna Nagpur",Computer Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,44981
"Cummins College of Engineering For Women, Sukhali (Gupchup), Tal.
Hingna Hingna Nagpur","Electronics and
Telecommunication Engg",Open,Female-Only,No,No,Maharashtra,LOPENH,66803
"Cummins College of Engineering For Women, Sukhali (Gupchup), Tal.
Hingna Hingna Nagpur",Mechanical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,109416
"Suryodaya College of Engineering & Technology, Nagpur",Civil Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,134731
"Suryodaya College of Engineering & Technology, Nagpur",Civil Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,142571
"Suryodaya College of Engineering & Technology, Nagpur",Civil Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,140850
"Suryodaya College of Engineering & Technology, Nagpur",Civil Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,133319
"Suryodaya College of Engineering & Technology, Nagpur",Civil Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCH,140823
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,80044
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,87772
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1H,95556
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,86937
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,69562
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCH,82980
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,SC,Female-Only,No,No,Maharashtra,LSCH,75624
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,ST,Gender-Neutral,No,No,Maharashtra,GSTH,101012
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2H,98542
"Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,Open,Gender-Neutral,No,Yes,Maharashtra,PWDOPENH,142892
"Suryodaya College of Engineering & Technology, Nagpur",Electrical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,117604
"Suryodaya College of Engineering & Technology, Nagpur",Electrical Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,129494
"Suryodaya College of Engineering & Technology, Nagpur",Electrical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1H,137076
"Suryodaya College of Engineering & Technology, Nagpur",Electrical Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,124471
"Suryodaya College of Engineering & Technology, Nagpur",Electrical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,110462
"Suryodaya College of Engineering & Technology, Nagpur",Electrical Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCH,123631
"Suryodaya College of Engineering & Technology, Nagpur",Electrical Engineering,SC,Female-Only,No,No,Maharashtra,LSCH,126922
"Suryodaya College of Engineering & Technology, Nagpur",Electrical Engineering,NT,Female-Only,No,No,Maharashtra,LNT1H,128287
"Suryodaya College of Engineering & Technology, Nagpur","Electronics and
Telecommunication Engg",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,100729
"Suryodaya College of Engineering & Technology, Nagpur","Electronics and
Telecommunication Engg",SC,Gender-Neutral,No,No,Maharashtra,GSCH,111130
"Suryodaya College of Engineering & Technology, Nagpur","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,108989
"Suryodaya College of Engineering & Technology, Nagpur","Electronics and
Telecommunication Engg",Open,Female-Only,No,No,Maharashtra,LOPENH,99159
"Suryodaya College of Engineering & Technology, Nagpur","Electronics and
Telecommunication Engg",OBC,Female-Only,No,No,Maharashtra,LOBCH,102195
"Suryodaya College of Engineering & Technology, Nagpur","Electronics and
Telecommunication Engg",SC,Female-Only,No,No,Maharashtra,LSCH,122430
"Suryodaya College of Engineering & Technology, Nagpur","Electronics and
Telecommunication Engg",ST,Gender-Neutral,No,No,Maharashtra,GSTH,142382
"Suryodaya College of Engineering & Technology, Nagpur",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,122530
"Suryodaya College of Engineering & Technology, Nagpur",Mechanical Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,135255
"Suryodaya College of Engineering & Technology, Nagpur",Mechanical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1H,141241
"Suryodaya College of Engineering & Technology, Nagpur",Mechanical Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,131578
"Suryodaya College of Engineering & Technology, Nagpur",Mechanical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,120505
"Suryodaya College of Engineering & Technology, Nagpur",Mechanical Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCH,139650
"Suryodaya College of Engineering & Technology, Nagpur",Mechanical Engineering,SC,Female-Only,No,No,Maharashtra,LSCH,137296
"Suryodaya College of Engineering & Technology, Nagpur","Computer Science and
Engineering(Data Science)",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,90762
"Suryodaya College of Engineering & Technology, Nagpur","Computer Science and
Engineering(Data Science)",SC,Gender-Neutral,No,No,Maharashtra,GSCH,92757
"Suryodaya College of Engineering & Technology, Nagpur","Computer Science and
Engineering(Data Science)",NT,Gender-Neutral,No,No,Maharashtra,GNT1H,97640
"Suryodaya College of Engineering & Technology, Nagpur","Computer Science and
Engineering(Data Science)",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,92650
"Suryodaya College of Engineering & Technology, Nagpur","Computer Science and
Engineering(Data Science)",Open,Female-Only,No,No,Maharashtra,LOPENH,88283
"Suryodaya College of Engineering & Technology, Nagpur","Computer Science and
Engineering(Data Science)",OBC,Female-Only,No,No,Maharashtra,LOBCH,92260
"Suryodaya College of Engineering & Technology, Nagpur","Computer Science and
Engineering(Data Science)",SC,Female-Only,No,No,Maharashtra,LSCH,95813
"Suryodaya College of Engineering & Technology, Nagpur","Computer Science and
Engineering(Data Science)",ST,Gender-Neutral,No,No,Maharashtra,GSTH,140757
"Suryodaya College of Engineering & Technology, Nagpur","Computer Science and
Engineering(Data Science)",NT,Female-Only,No,No,Maharashtra,LSTH,140644
"R.V. Parankar College of Engineering & Technology, Arvi, Dist Wardha","Computer Science and
Engineering",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,132193
"R.V. Parankar College of Engineering & Technology, Arvi, Dist Wardha","Computer Science and
Engineering",SC,Gender-Neutral,No,No,Maharashtra,GSCH,138686
"R.V. Parankar College of Engineering & Technology, Arvi, Dist Wardha","Computer Science and
Engineering",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,140754
"R.V. Parankar College of Engineering & Technology, Arvi, Dist Wardha","Computer Science and
Engineering",Open,Female-Only,No,No,Maharashtra,LOPENH,110646
"R.V. Parankar College of Engineering & Technology, Arvi, Dist Wardha","Computer Science and
Engineering",OBC,Female-Only,No,No,Maharashtra,LOBCH,114983
"R.V. Parankar College of Engineering & Technology, Arvi, Dist Wardha",Information Technology,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,111424
"R.V. Parankar College of Engineering & Technology, Arvi, Dist Wardha",Information Technology,SC,Gender-Neutral,No,No,Maharashtra,GSCH,120789
